omega,gain_DV_FOPDTOPT,gain_DV_SOPDTOPT,phase_DV_FOPDTOPT,phase_DV_SOPDTOPT
7.509094308260136613e-04,-8.879467768692656193e+00,-8.883444645003466533e+00,-7.827073599001963089e+00,-7.804866354300365572e+00
7.517745316634091282e-04,-8.879630852693122023e+00,-8.883606845877379143e+00,-7.835998854588755336e+00,-7.813766950187772231e+00
7.526406291582291540e-04,-8.879794306533671744e+00,-8.883769414637583850e+00,-7.844934078233943175e+00,-7.822677488853372552e+00
7.535077244586921947e-04,-8.879958131039053626e+00,-8.883932352104693564e+00,-7.853879280357050519e+00,-7.831597980697994288e+00
7.543758187143424689e-04,-8.880122327035801177e+00,-8.884095659101094000e+00,-7.862834471386087820e+00,-7.840528436130976608e+00
7.552449130760457291e-04,-8.880286895352213605e+00,-8.884259336450945455e+00,-7.871799661757489908e+00,-7.849468865570080389e+00
7.561150086959955502e-04,-8.880451836818386013e+00,-8.884423384980182803e+00,-7.880774861916167495e+00,-7.858419279441563710e+00
7.569861067277131126e-04,-8.880617152266198744e+00,-8.884587805516515502e+00,-7.889760082315475209e+00,-7.867379688180144548e+00
7.578582083260463351e-04,-8.880782842529310273e+00,-8.884752598889440023e+00,-7.898755333417202706e+00,-7.876350102228983907e+00
7.587313146471764882e-04,-8.880948908443190959e+00,-8.884917765930223865e+00,-7.907760625691606649e+00,-7.885330532039716900e+00
7.596054268486138574e-04,-8.881115350845091072e+00,-8.885083307471949965e+00,-7.916775969617365405e+00,-7.894320988072431433e+00
7.604805460892053327e-04,-8.881282170574076318e+00,-8.885249224349466957e+00,-7.925801375681628791e+00,-7.903321480795671761e+00
7.613566735291298548e-04,-8.881449368471001193e+00,-8.885415517399440688e+00,-7.934836854379948790e+00,-7.912332020686426048e+00
7.622338103299050290e-04,-8.881616945378539185e+00,-8.885582187460322245e+00,-7.943882416216344389e+00,-7.921352618230152132e+00
7.631119576543869080e-04,-8.881784902141172111e+00,-8.885749235372376376e+00,-7.952938071703275824e+00,-7.930383283920749982e+00
7.639911166667687995e-04,-8.881953239605199002e+00,-8.885916661977669051e+00,-7.962003831361603723e+00,-7.939424028260556376e+00
7.648712885325884220e-04,-8.882121958618732549e+00,-8.886084468120078128e+00,-7.971079705720656605e+00,-7.948474861760376875e+00
7.657524744187231341e-04,-8.882291060031713315e+00,-8.886252654645291571e+00,-7.980165705318165159e+00,-7.957535794939428975e+00
7.666346754933975240e-04,-8.882460544695900850e+00,-8.886421222400826991e+00,-7.989261840700307538e+00,-7.966606838325403395e+00
7.675178929261791813e-04,-8.882630413464891461e+00,-8.886590172236012108e+00,-7.998368122421666726e+00,-7.975688002454400127e+00
7.684021278879854186e-04,-8.882800667194107547e+00,-8.886759505002000736e+00,-8.007484561045263405e+00,-7.984779297870979953e+00
7.692873815510826215e-04,-8.882971306740817141e+00,-8.886929221551779889e+00,-8.016611167142544403e+00,-7.993880735128130688e+00
7.701736550890850557e-04,-8.883142332964119703e+00,-8.887099322740168006e+00,-8.025747951293347171e+00,-8.002992324787264522e+00
7.710609496769625648e-04,-8.883313746724962101e+00,-8.887269809423814948e+00,-8.034894924085955736e+00,-8.012114077418237557e+00
7.719492664910351494e-04,-8.883485548886138616e+00,-8.887440682461217989e+00,-8.044052096117034978e+00,-8.021246003599310725e+00
7.728386067089815323e-04,-8.883657740312298046e+00,-8.887611942712711155e+00,-8.053219477991694575e+00,-8.030388113917204862e+00
7.737289715098337375e-04,-8.883830321869936597e+00,-8.887783591040477660e+00,-8.062397080323417953e+00,-8.039540418967018098e+00
7.746203620739846793e-04,-8.884003294427415653e+00,-8.887955628308546352e+00,-8.071584913734115574e+00,-8.048702929352305802e+00
7.755127795831870787e-04,-8.884176658854961772e+00,-8.888128055382805925e+00,-8.080782988854100068e+00,-8.057875655685036165e+00
7.764062252205528123e-04,-8.884350416024652475e+00,-8.888300873130997815e+00,-8.089991316322057813e+00,-8.067058608585567114e+00
7.773007001705598516e-04,-8.884524566810453550e+00,-8.888474082422741063e+00,-8.099209906785112878e+00,-8.076251798682701377e+00
7.781962056190477092e-04,-8.884699112088190631e+00,-8.888647684129495019e+00,-8.108438770898745318e+00,-8.085455236613624308e+00
7.790927427532251363e-04,-8.884874052735575845e+00,-8.888821679124603747e+00,-8.117677919326849789e+00,-8.094668933023948298e+00
7.799903127616656783e-04,-8.885049389632186490e+00,-8.888996068283280039e+00,-8.126927362741689365e+00,-8.103892898567666592e+00
7.808889168343141791e-04,-8.885225123659509450e+00,-8.889170852482610741e+00,-8.136187111823936391e+00,-8.113127143907195915e+00
7.817885561624867818e-04,-8.885401255700895007e+00,-8.889346032601565639e+00,-8.145457177262631632e+00,-8.122371679713353387e+00
7.826892319388702775e-04,-8.885577786641597697e+00,-8.889521609520995682e+00,-8.154737569755189597e+00,-8.131626516665329873e+00
7.835909453575256841e-04,-8.885754717368767430e+00,-8.889697584123648966e+00,-8.164028300007402095e+00,-8.140891665450713077e+00
7.844936976138911725e-04,-8.885932048771449487e+00,-8.889873957294138762e+00,-8.173329378733447115e+00,-8.150167136765492870e+00
7.853974899047820677e-04,-8.886109781740593405e+00,-8.890050729919003913e+00,-8.182640816655869287e+00,-8.159452941314057739e+00
7.863023234283901975e-04,-8.886287917169058304e+00,-8.890227902886669753e+00,-8.191962624505558566e+00,-8.168749089809134389e+00
7.872081993842902897e-04,-8.886466455951611110e+00,-8.890405477087448105e+00,-8.201294813021792862e+00,-8.178055592971873011e+00
7.881151189734387792e-04,-8.886645398984926558e+00,-8.890583453413578141e+00,-8.210637392952209623e+00,-8.187372461531790435e+00
7.890230833981744588e-04,-8.886824747167612060e+00,-8.890761832759208616e+00,-8.219990375052784515e+00,-8.196699706226764803e+00
7.899320938622209727e-04,-8.887004501400184608e+00,-8.890940616020380105e+00,-8.229353770087854514e+00,-8.206037337803042675e+00
7.908421515706906112e-04,-8.887184662585092099e+00,-8.891119804095074741e+00,-8.238727588830114357e+00,-8.215385367015262119e+00
7.917532577300837688e-04,-8.887365231626711548e+00,-8.891299397883180688e+00,-8.248111842060604104e+00,-8.224743804626417187e+00
7.926654135482887270e-04,-8.887546209431347322e+00,-8.891479398286520563e+00,-8.257506540568693154e+00,-8.234112661407838374e+00
7.935786202345872925e-04,-8.887727596907247118e+00,-8.891659806208831895e+00,-8.266911695152101558e+00,-8.243491948139245906e+00
7.944928789996550137e-04,-8.887909394964601972e+00,-8.891840622555800877e+00,-8.276327316616898244e+00,-8.252881675608707113e+00
7.954081910555602054e-04,-8.888091604515532040e+00,-8.892021848235035719e+00,-8.285753415777454833e+00,-8.262281854612622212e+00
7.963245576157676345e-04,-8.888274226474125683e+00,-8.892203484156093296e+00,-8.295190003456479388e+00,-8.271692495955749180e+00
7.972419798951417731e-04,-8.888457261756411043e+00,-8.892385531230470264e+00,-8.304637090485023521e+00,-8.281113610451189544e+00
7.981604591099466899e-04,-8.888640711280373807e+00,-8.892567990371610165e+00,-8.314094687702453967e+00,-8.290545208920399034e+00
7.990799964778451826e-04,-8.888824575965962538e+00,-8.892750862494910535e+00,-8.323562805956436605e+00,-8.299987302193137850e+00
8.000005932179062593e-04,-8.889008856735078012e+00,-8.892934148517724680e+00,-8.333041456102971978e+00,-8.309439901107534610e+00
8.009222505505999342e-04,-8.889193554511608752e+00,-8.893117849359358118e+00,-8.342530649006350885e+00,-8.318903016510004633e+00
8.018449696978057926e-04,-8.889378670221399048e+00,-8.893301965941088127e+00,-8.352030395539197016e+00,-8.328376659255340542e+00
8.027687518828075701e-04,-8.889564204792270274e+00,-8.893486499186149530e+00,-8.361540706582401228e+00,-8.337860840206598567e+00
8.036935983303009588e-04,-8.889750159154022668e+00,-8.893671450019754232e+00,-8.371061593025174830e+00,-8.347355570235199806e+00
8.046195102663924147e-04,-8.889936534238442434e+00,-8.893856819369087674e+00,-8.380593065765028271e+00,-8.356860860220859166e+00
8.055464889185988322e-04,-8.890123330979305294e+00,-8.894042608163307051e+00,-8.390135135707733838e+00,-8.366376721051594245e+00
8.064745355158541582e-04,-8.890310550312365834e+00,-8.894228817333559078e+00,-8.399687813767380717e+00,-8.375903163623746650e+00
8.074036512885052717e-04,-8.890498193175385921e+00,-8.894415447812972886e+00,-8.409251110866312828e+00,-8.385440198841926929e+00
8.083338374683193567e-04,-8.890686260508113392e+00,-8.894602500536663570e+00,-8.418825037935173228e+00,-8.394987837619085624e+00
8.092650952884797820e-04,-8.890874753252312246e+00,-8.894789976441749957e+00,-8.428409605912850822e+00,-8.404546090876426234e+00
8.101974259835928232e-04,-8.891063672351734226e+00,-8.894977876467338618e+00,-8.438004825746522997e+00,-8.414114969543462053e+00
8.111308307896872294e-04,-8.891253018752159676e+00,-8.895166201554543406e+00,-8.447610708391639633e+00,-8.423694484557998408e+00
8.120653109442133553e-04,-8.891442793401370892e+00,-8.895354952646471247e+00,-8.457227264811878698e+00,-8.433284646866095358e+00
8.130008676860503176e-04,-8.891632997249168113e+00,-8.895544130688255891e+00,-8.466854505979201306e+00,-8.442885467422113877e+00
8.139375022555013321e-04,-8.891823631247376625e+00,-8.895733736627036592e+00,-8.476492442873794886e+00,-8.452496957188660787e+00
8.148752158943017377e-04,-8.892014696349850311e+00,-8.895923771411963443e+00,-8.486141086484115803e+00,-8.462119127136640273e+00
8.158140098456142250e-04,-8.892206193512468104e+00,-8.896114235994215136e+00,-8.495800447806841404e+00,-8.471751988245186382e+00
8.167538853540361014e-04,-8.892398123693137535e+00,-8.896305131326991855e+00,-8.505470537846898438e+00,-8.481395551501716312e+00
8.176948436655985314e-04,-8.892590487851812497e+00,-8.896496458365515281e+00,-8.515151367617443512e+00,-8.491049827901894886e+00
8.186368860277658862e-04,-8.892783286950482591e+00,-8.896688218067058784e+00,-8.524842948139848886e+00,-8.500714828449618565e+00
8.195800136894426831e-04,-8.892976521953185554e+00,-8.896880411390913679e+00,-8.534545290443730892e+00,-8.510390564157054527e+00
8.205242279009693565e-04,-8.893170193826005487e+00,-8.897073039298419417e+00,-8.544258405566887760e+00,-8.520077046044585600e+00
8.214695299141297393e-04,-8.893364303537081739e+00,-8.897266102752958261e+00,-8.553982304555365346e+00,-8.529774285140845791e+00
8.224159209821468343e-04,-8.893558852056607122e+00,-8.897459602719962390e+00,-8.563716998463394958e+00,-8.539482292482681203e+00
8.233634023596897531e-04,-8.893753840356836804e+00,-8.897653540166912123e+00,-8.573462498353414674e+00,-8.549201079115182011e+00
8.243119753028731742e-04,-8.893949269412097181e+00,-8.897847916063353679e+00,-8.583218815296076443e+00,-8.558930656091654043e+00
8.252616410692561501e-04,-8.894145140198775223e+00,-8.898042731380879644e+00,-8.592985960370180365e+00,-8.568671034473597459e+00
8.262124009178501306e-04,-8.894341453695332689e+00,-8.898237987093155610e+00,-8.602763944662770612e+00,-8.578422225330751161e+00
8.271642561091137585e-04,-8.894538210882313223e+00,-8.898433684175916625e+00,-8.612552779269021741e+00,-8.588184239741032400e+00
8.281172079049608928e-04,-8.894735412742331704e+00,-8.898629823606968969e+00,-8.622352475292316853e+00,-8.597957088790584734e+00
8.290712575687560551e-04,-8.894933060260099111e+00,-8.898826406366183051e+00,-8.632163043844190753e+00,-8.607740783573714083e+00
8.300264063653215851e-04,-8.895131154422410091e+00,-8.899023433435527153e+00,-8.641984496044351260e+00,-8.617535335192943791e+00
8.309826555609373154e-04,-8.895329696218146509e+00,-8.899220905799044345e+00,-8.651816843020679215e+00,-8.627340754758979102e+00
8.319400064233389456e-04,-8.895528686638296989e+00,-8.899418824442868470e+00,-8.661660095909175183e+00,-8.637157053390673411e+00
8.328984602217264985e-04,-8.895728126675946257e+00,-8.899617190355222363e+00,-8.671514265854030512e+00,-8.646984242215093985e+00
8.338580182267585740e-04,-8.895928017326289350e+00,-8.899816004526426738e+00,-8.681379364007542065e+00,-8.656822332367442030e+00
8.348186817105611316e-04,-8.896128359586617407e+00,-8.900015267948912623e+00,-8.691255401530169067e+00,-8.666671334991107756e+00
8.357804519467222854e-04,-8.896329154456347865e+00,-8.900214981617187604e+00,-8.701142389590490467e+00,-8.676531261237606429e+00
8.367433302103000027e-04,-8.896530402937006698e+00,-8.900415146527901555e+00,-8.711040339365217378e+00,-8.686402122266638770e+00
8.377073177778210193e-04,-8.896732106032253284e+00,-8.900615763679791570e+00,-8.720949262039185967e+00,-8.696283929246037658e+00
8.386724159272813820e-04,-8.896934264747851984e+00,-8.900816834073729922e+00,-8.730869168805330816e+00,-8.706176693351764584e+00
8.396386259381492670e-04,-8.897136880091716549e+00,-8.901018358712688539e+00,-8.740800070864699123e+00,-8.716080425767918527e+00
8.406059490913684500e-04,-8.897339953073885255e+00,-8.901220338601783411e+00,-8.750741979426448935e+00,-8.725995137686739511e+00
8.415743866693586308e-04,-8.897543484706536887e+00,-8.901422774748247946e+00,-8.760694905707843816e+00,-8.735920840308585511e+00
8.425439399560144581e-04,-8.897747476003981859e+00,-8.901625668161454286e+00,-8.770658860934206658e+00,-8.745857544841916464e+00
8.435146102367121427e-04,-8.897951927982685305e+00,-8.901829019852902647e+00,-8.780633856338974752e+00,-8.755805262503319142e+00
8.444863987983086987e-04,-8.898156841661270633e+00,-8.902032830836240862e+00,-8.790619903163655380e+00,-8.765764004517484054e+00
8.454593069291420522e-04,-8.898362218060494655e+00,-8.902237102127267931e+00,-8.800617012657820482e+00,-8.775733782117194792e+00
8.464333359190345102e-04,-8.898568058203281339e+00,-8.902441834743918037e+00,-8.810625196079097776e+00,-8.785714606543312044e+00
8.474084870592957968e-04,-8.898774363114728914e+00,-8.902647029706283632e+00,-8.820644464693197406e+00,-8.795706489044809118e+00
8.483847616427235951e-04,-8.898981133822083223e+00,-8.902852688036622553e+00,-8.830674829773887069e+00,-8.805709440878738192e+00
8.493621609636021379e-04,-8.899188371354769700e+00,-8.903058810759340247e+00,-8.840716302602945831e+00,-8.815723473310191238e+00
8.503406863177095801e-04,-8.899396076744389816e+00,-8.903265398901019978e+00,-8.850768894470220971e+00,-8.825748597612365742e+00
8.513203390023166978e-04,-8.899604251024715751e+00,-8.903472453490406835e+00,-8.860832616673596007e+00,-8.835784825066514969e+00
8.523011203161872133e-04,-8.899812895231709930e+00,-8.903679975558425497e+00,-8.870907480518965826e+00,-8.845832166961923093e+00
8.532830315595811566e-04,-8.900022010403521477e+00,-8.903887966138167798e+00,-8.880993497320236685e+00,-8.855890634595928290e+00
8.542660740342581174e-04,-8.900231597580480880e+00,-8.904096426264924702e+00,-8.891090678399352853e+00,-8.865960239273928067e+00
8.552502490434776795e-04,-8.900441657805130191e+00,-8.904305356976156105e+00,-8.901199035086264644e+00,-8.876040992309354394e+00
8.562355578919979022e-04,-8.900652192122196382e+00,-8.904514759311522809e+00,-8.911318578718894656e+00,-8.886132905023641726e+00
8.572220018860837775e-04,-8.900863201578617989e+00,-8.904724634312877640e+00,-8.921449320643192848e+00,-8.896235988746273193e+00
8.582095823335017006e-04,-8.901074687223538007e+00,-8.904934983024272555e+00,-8.931591272213063704e+00,-8.906350254814725531e+00
8.591983005435279265e-04,-8.901286650108312770e+00,-8.905145806491962190e+00,-8.941744444790419521e+00,-8.916475714574502831e+00
8.601881578269440169e-04,-8.901499091286510179e+00,-8.905357105764403869e+00,-8.951908849745109364e+00,-8.926612379379086804e+00
8.611791554960438865e-04,-8.901712011813929237e+00,-8.905568881892275357e+00,-8.962084498454986559e+00,-8.936760260589972305e+00
8.621712948646335873e-04,-8.901925412748584066e+00,-8.905781135928460657e+00,-8.972271402305846522e+00,-8.946919369576651349e+00
8.631645772480300068e-04,-8.902139295150714560e+00,-8.905993868928064217e+00,-8.982469572691416104e+00,-8.957089717716552713e+00
8.641590039630688913e-04,-8.902353660082805931e+00,-8.906207081948428694e+00,-8.992679021013398000e+00,-8.967271316395134306e+00
8.651545763280995335e-04,-8.902568508609572717e+00,-8.906420776049101207e+00,-9.002899758681397913e+00,-8.977464177005760604e+00
8.661512956629935540e-04,-8.902783841797969444e+00,-8.906634952291883067e+00,-9.013131797112983179e+00,-8.987668310949811001e+00
8.671491632891399149e-04,-8.902999660717199504e+00,-8.906849611740788930e+00,-9.023375147733609936e+00,-8.997883729636575012e+00
8.681481805294520744e-04,-8.903215966438716933e+00,-8.907064755462103633e+00,-9.033629821976663976e+00,-9.008110444483302004e+00
8.691483487083678794e-04,-8.903432760036228188e+00,-8.907280384524328909e+00,-9.043895831283457198e+00,-9.018348466915186989e+00
8.701496691518484806e-04,-8.903650042585692148e+00,-8.907496499998231343e+00,-9.054173187103149445e+00,-9.028597808365327992e+00
8.711521431873860306e-04,-8.903867815165344979e+00,-8.907713102956831719e+00,-9.064461900892846202e+00,-9.038858480274781115e+00
8.721557721439982631e-04,-8.904086078855677044e+00,-8.907930194475399688e+00,-9.074761984117488467e+00,-9.049130494092473498e+00
8.731605573522380334e-04,-8.904304834739454222e+00,-8.908147775631473309e+00,-9.085073448249930905e+00,-9.059413861275279700e+00
8.741665001441871388e-04,-8.904524083901714349e+00,-8.908365847504853718e+00,-9.095396304770860141e+00,-9.069708593287936438e+00
8.751736018534651005e-04,-8.904743827429781433e+00,-8.908584411177605134e+00,-9.105730565168851598e+00,-9.080014701603099425e+00
8.761818638152274290e-04,-8.904964066413262103e+00,-8.908803467734090376e+00,-9.116076240940325093e+00,-9.090332197701306072e+00
8.771912873661654071e-04,-8.905184801944042050e+00,-8.909023018260928239e+00,-9.126433343589523517e+00,-9.100661093070941732e+00
8.782018738445138964e-04,-8.905406035116316232e+00,-8.909243063847027244e+00,-9.136801884628559023e+00,-9.111001399208294771e+00
8.792136245900458074e-04,-8.905627767026553343e+00,-8.909463605583585633e+00,-9.147181875577333088e+00,-9.121353127617476630e+00
8.802265409440810989e-04,-8.905849998773549103e+00,-8.909684644564093148e+00,-9.157573327963600462e+00,-9.131716289810491105e+00
8.812406242494815736e-04,-8.906072731458387182e+00,-8.909906181884334586e+00,-9.167976253322894564e+00,-9.142090897307141972e+00
8.822558758506586843e-04,-8.906295966184465840e+00,-8.910128218642398679e+00,-9.178390663198577215e+00,-9.152476961635100494e+00
8.832722970935727750e-04,-8.906519704057496156e+00,-8.910350755938665657e+00,-9.188816569141796009e+00,-9.162874494329859232e+00
8.842898893257322137e-04,-8.906743946185514460e+00,-8.910573794875851661e+00,-9.199253982711471878e+00,-9.173283506934712506e+00
8.853086538962014152e-04,-8.906968693678866344e+00,-8.910797336558960779e+00,-9.209702915474323959e+00,-9.183704011000788370e+00
8.863285921555950951e-04,-8.907193947650242194e+00,-8.911021382095317023e+00,-9.220163379004810977e+00,-9.194136018086989992e+00
8.873497054560880275e-04,-8.907419709214641657e+00,-8.911245932594587416e+00,-9.230635384885184536e+00,-9.204579539760047169e+00
8.883719951514088648e-04,-8.907645979489428711e+00,-8.911470989168748247e+00,-9.241118944705412730e+00,-9.215034587594432836e+00
8.893954625968485952e-04,-8.907872759594274825e+00,-8.911696552932102833e+00,-9.251614070063229889e+00,-9.225501173172434122e+00
8.904201091492597829e-04,-8.908100050651228230e+00,-8.911922625001301057e+00,-9.262120772564108151e+00,-9.235979308084099060e+00
8.914459361670552676e-04,-8.908327853784658856e+00,-8.912149206495323384e+00,-9.272639063821211280e+00,-9.246469003927206387e+00
8.924729450102166211e-04,-8.908556170121306295e+00,-8.912376298535511054e+00,-9.283168955455456839e+00,-9.256970272307324166e+00
8.935011370402885095e-04,-8.908785000790263808e+00,-8.912603902245530563e+00,-9.293710459095436249e+00,-9.267483124837728070e+00
8.945305136203878004e-04,-8.909014346922985439e+00,-8.912832018751416285e+00,-9.304263586377468087e+00,-9.278007573139454678e+00
8.955610761151982504e-04,-8.909244209653286006e+00,-8.913060649181550943e+00,-9.314828348945521697e+00,-9.288543628841233968e+00
8.965928258909785283e-04,-8.909474590117365977e+00,-8.913289794666688692e+00,-9.325404758451282916e+00,-9.299091303579539058e+00
8.976257643155612391e-04,-8.909705489453790150e+00,-8.913519456339940916e+00,-9.335992826554093682e+00,-9.309650608998541799e+00
8.986598927583530324e-04,-8.909936908803498312e+00,-8.913749635336790433e+00,-9.346592564920946700e+00,-9.320221556750100333e+00
8.996952125903382889e-04,-8.910168849309826555e+00,-8.913980332795095052e+00,-9.357203985226480114e+00,-9.330804158493748446e+00
9.007317251840826983e-04,-8.910401312118496620e+00,-8.914211549855098227e+00,-9.367827099152998827e+00,-9.341398425896725755e+00
9.017694319137330421e-04,-8.910634298377614115e+00,-8.914443287659416626e+00,-9.378461918390433638e+00,-9.352004370633938635e+00
9.028083341550166519e-04,-8.910867809237689841e+00,-8.914675547353061447e+00,-9.389108454636307499e+00,-9.362622004387922914e+00
9.038484332852485649e-04,-8.911101845851632675e+00,-8.914908330083438415e+00,-9.399766719595792352e+00,-9.373251338848893610e+00
9.048897306833305482e-04,-8.911336409374769119e+00,-8.915141637000335351e+00,-9.410436724981654066e+00,-9.383892385714702300e+00
9.059322277297509902e-04,-8.911571500964811321e+00,-8.915375469255959473e+00,-9.421118482514234671e+00,-9.394545156690815801e+00
9.069759258065888041e-04,-8.911807121781915697e+00,-8.915609828004912529e+00,-9.431812003921463017e+00,-9.405209663490319727e+00
9.080208262975171139e-04,-8.912043272988638520e+00,-8.915844714404213889e+00,-9.442517300938860103e+00,-9.415885917833930918e+00
9.090669305878029292e-04,-8.912279955749966120e+00,-8.916080129613284555e+00,-9.453234385309503551e+00,-9.426573931449969024e+00
9.101142400643064947e-04,-8.912517171233311331e+00,-8.916316074793982693e+00,-9.463963268783999183e+00,-9.437273716074308538e+00
9.111627561154886628e-04,-8.912754920608527698e+00,-8.916552551110578761e+00,-9.474703963120528982e+00,-9.447985283450444527e+00
9.122124801314098093e-04,-8.912993205047889944e+00,-8.916789559729764392e+00,-9.485456480084801356e+00,-9.458708645329435782e+00
9.132634135037299419e-04,-8.913232025726136598e+00,-8.917027101820675483e+00,-9.496220831450026267e+00,-9.469443813469892390e+00
9.143155576257122781e-04,-8.913471383820430916e+00,-8.917265178554888649e+00,-9.506997028996938326e+00,-9.480190799637965071e+00
9.153689138922271483e-04,-8.913711280510405288e+00,-8.917503791106401678e+00,-9.517785084513773697e+00,-9.490949615607368273e+00
9.164234836997517787e-04,-8.913951716978129269e+00,-8.917742940651681494e+00,-9.528585009796278982e+00,-9.501720273159351748e+00
9.174792684463694246e-04,-8.914192694408152207e+00,-8.917982628369632181e+00,-9.539396816647636612e+00,-9.512502784082652596e+00
9.185362695317780433e-04,-8.914434213987474820e+00,-8.918222855441614527e+00,-9.550220516878551891e+00,-9.523297160173559206e+00
9.195944883572838976e-04,-8.914676276905563412e+00,-8.918463623051444245e+00,-9.561056122307141081e+00,-9.534103413235818891e+00
9.206539263258118558e-04,-8.914918884354372963e+00,-8.918704932385409734e+00,-9.571903644759009566e+00,-9.544921555080705389e+00
9.217145848418992118e-04,-8.915162037528324035e+00,-8.918946784632264979e+00,-9.582763096067164810e+00,-9.555751597526938923e+00
9.227764653117039246e-04,-8.915405737624322313e+00,-8.919189180983234877e+00,-9.593634488072071420e+00,-9.566593552400727063e+00
9.238395691430041851e-04,-8.915649985841758607e+00,-8.919432122632024118e+00,-9.604517832621599638e+00,-9.577447431535743405e+00
9.249038977451972234e-04,-8.915894783382524835e+00,-8.919675610774817187e+00,-9.615413141571009348e+00,-9.588313246773074283e+00
9.259694525293077653e-04,-8.916140131451001594e+00,-8.919919646610285469e+00,-9.626320426782989159e+00,-9.599191009961277388e+00
9.270362349079822864e-04,-8.916386031254063482e+00,-8.920164231339592575e+00,-9.637239700127567588e+00,-9.610080732956307159e+00
9.281042462954985526e-04,-8.916632484001107528e+00,-8.920409366166399678e+00,-9.648170973482184110e+00,-9.620982427621559196e+00
9.291734881077598745e-04,-8.916879490904026540e+00,-8.920655052296860177e+00,-9.659114258731603897e+00,-9.631896105827795651e+00
9.302439617623035634e-04,-8.917127053177228646e+00,-8.920901290939642791e+00,-9.670069567767965779e+00,-9.642821779453200293e+00
9.313156686783001731e-04,-8.917375172037646180e+00,-8.921148083305915577e+00,-9.681036912490748492e+00,-9.653759460383337654e+00
9.323886102765523067e-04,-8.917623848704739231e+00,-8.921395430609370791e+00,-9.692016304806728044e+00,-9.664709160511112174e+00
9.334627879795032905e-04,-8.917873084400484984e+00,-8.921643334066210684e+00,-9.703007756630034564e+00,-9.675670891736823265e+00
9.345382032112314278e-04,-8.918122880349395487e+00,-8.921891794895167038e+00,-9.714011279882058147e+00,-9.686644665968078272e+00
9.356148573974592143e-04,-8.918373237778531859e+00,-8.922140814317490509e+00,-9.725026886491521694e+00,-9.697630495119854643e+00
9.366927519655481342e-04,-8.918624157917481199e+00,-8.922390393556971944e+00,-9.736054588394386755e+00,-9.708628391114418221e+00
9.377718883445070085e-04,-8.918875641998386783e+00,-8.922640533839940602e+00,-9.747094397533913934e+00,-9.719638365881378306e+00
9.388522679649906940e-04,-8.919127691255940960e+00,-8.922891236395257053e+00,-9.758146325860614922e+00,-9.730660431357630813e+00
9.399338922592996495e-04,-8.919380306927390478e+00,-8.923142502454338043e+00,-9.769210385332225854e+00,-9.741694599487349393e+00
9.410167626613881757e-04,-8.919633490252547148e+00,-8.923394333251145838e+00,-9.780286587913741059e+00,-9.752740882222004970e+00
9.421008806068586691e-04,-8.919887242473782507e+00,-8.923646730022200657e+00,-9.791374945577338451e+00,-9.763799291520300017e+00
9.431862475329713799e-04,-8.920141564836036707e+00,-8.923899694006578898e+00,-9.802475470302448812e+00,-9.774869839348234279e+00
9.442728648786385568e-04,-8.920396458586829169e+00,-8.924153226445930898e+00,-9.813588174075645654e+00,-9.785952537678996421e+00
9.453607340844331214e-04,-8.920651924976258584e+00,-8.924407328584461396e+00,-9.824713068890728707e+00,-9.797047398493049286e+00
9.464498565925873663e-04,-8.920907965257002914e+00,-8.924662001668957956e+00,-9.835850166748658197e+00,-9.808154433778042858e+00
9.475402338469925221e-04,-8.921164580684331824e+00,-8.924917246948794514e+00,-9.846999479657526422e+00,-9.819273655528835576e+00
9.486318672932071054e-04,-8.921421772516106685e+00,-8.925173065675911843e+00,-9.858161019632603939e+00,-9.830405075747496113e+00
9.497247583784510644e-04,-8.921679542012782349e+00,-8.925429459104851304e+00,-9.869334798696261402e+00,-9.841548706443225214e+00
9.508189085516155362e-04,-8.921937890437426688e+00,-8.925686428492733526e+00,-9.880520828878026407e+00,-9.852704559632451620e+00
9.519143192632569927e-04,-8.922196819055702832e+00,-8.925943975099295713e+00,-9.891719122214487570e+00,-9.863872647338704169e+00
9.530109919656060222e-04,-8.922456329135894038e+00,-8.926202100186856114e+00,-9.902929690749363800e+00,-9.875052981592677526e+00
9.541089281125662456e-04,-8.922716421948894805e+00,-8.926460805020356659e+00,-9.914152546533452792e+00,-9.886245574432201977e+00
9.552081291597134486e-04,-8.922977098768226867e+00,-8.926720090867339863e+00,-9.925387701624586612e+00,-9.897450437902197251e+00
9.563085965643040387e-04,-8.923238360870026753e+00,-8.926979958997968367e+00,-9.936635168087695646e+00,-9.908667584054713373e+00
9.574103317852696244e-04,-8.923500209533068883e+00,-8.927240410685023164e+00,-9.947894957994712684e+00,-9.919897024948859610e+00
9.585133362832263387e-04,-8.923762646038769120e+00,-8.927501447203917806e+00,-9.959167083424636857e+00,-9.931138772650855984e+00
9.596176115204693106e-04,-8.924025671671170556e+00,-8.927763069832685972e+00,-9.970451556463437726e+00,-9.942392839233949786e+00
9.607231589609809040e-04,-8.924289287716968389e+00,-8.928025279851999230e+00,-9.981748389204117444e+00,-9.953659236778461761e+00
9.618299800704306103e-04,-8.924553495465506359e+00,-8.928288078545175921e+00,-9.993057593746675238e+00,-9.964937977371757682e+00
9.629380763161740717e-04,-8.924818296208776758e+00,-8.928551467198166947e+00,-1.000437918219804878e+01,-9.976229073108200396e+00
