t,MV,PV,DV
2.880000000000000000e+02,7.000000000000000000e+01,5.444599999999999795e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,5.454299999999999926e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,5.464000000000000057e+01,5.000000000000000000e+01
2.910000000000000000e+02,7.000000000000000000e+01,5.470400000000000063e+01,5.000000000000000000e+01
2.920000000000000000e+02,7.000000000000000000e+01,5.470400000000000063e+01,5.000000000000000000e+01
2.930000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.940000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.950000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.960000000000000000e+02,7.000000000000000000e+01,5.476899999999999835e+01,5.000000000000000000e+01
2.970000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.980000000000000000e+02,7.000000000000000000e+01,5.480100000000000193e+01,5.000000000000000000e+01
2.990000000000000000e+02,7.000000000000000000e+01,5.492999999999999972e+01,5.000000000000000000e+01
3.000000000000000000e+02,7.000000000000000000e+01,5.499399999999999977e+01,5.000000000000000000e+01
3.010000000000000000e+02,7.000000000000000000e+01,5.496200000000000330e+01,5.000000000000000000e+01
3.020000000000000000e+02,7.000000000000000000e+01,5.489699999999999847e+01,5.000000000000000000e+01
3.030000000000000000e+02,7.000000000000000000e+01,5.499399999999999977e+01,5.000000000000000000e+01
3.040000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.050000000000000000e+02,7.000000000000000000e+01,5.502600000000000335e+01,5.000000000000000000e+01
3.060000000000000000e+02,7.000000000000000000e+01,5.502600000000000335e+01,5.000000000000000000e+01
3.070000000000000000e+02,7.000000000000000000e+01,5.499399999999999977e+01,5.000000000000000000e+01
3.080000000000000000e+02,7.000000000000000000e+01,5.489699999999999847e+01,5.000000000000000000e+01
3.090000000000000000e+02,7.000000000000000000e+01,5.486500000000000199e+01,5.000000000000000000e+01
3.100000000000000000e+02,7.000000000000000000e+01,5.499399999999999977e+01,5.000000000000000000e+01
3.110000000000000000e+02,7.000000000000000000e+01,5.502600000000000335e+01,5.000000000000000000e+01
3.120000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.130000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.140000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.150000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.160000000000000000e+02,7.000000000000000000e+01,5.509100000000000108e+01,5.000000000000000000e+01
3.170000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.180000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.190000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.200000000000000000e+02,7.000000000000000000e+01,5.502600000000000335e+01,5.000000000000000000e+01
3.210000000000000000e+02,7.000000000000000000e+01,5.502600000000000335e+01,5.000000000000000000e+01
3.220000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.230000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.240000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.250000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.260000000000000000e+02,7.000000000000000000e+01,5.505899999999999750e+01,5.000000000000000000e+01
3.270000000000000000e+02,7.000000000000000000e+01,5.512299999999999756e+01,5.000000000000000000e+01
3.280000000000000000e+02,7.000000000000000000e+01,5.531600000000000250e+01,5.000000000000000000e+01
3.290000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.300000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.310000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.320000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.330000000000000000e+02,7.000000000000000000e+01,5.550999999999999801e+01,5.000000000000000000e+01
3.340000000000000000e+02,7.000000000000000000e+01,5.563900000000000290e+01,5.000000000000000000e+01
3.350000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.360000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.370000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.380000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.390000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.400000000000000000e+02,7.000000000000000000e+01,5.576800000000000068e+01,5.000000000000000000e+01
3.410000000000000000e+02,7.000000000000000000e+01,5.576800000000000068e+01,5.000000000000000000e+01
3.420000000000000000e+02,7.000000000000000000e+01,5.586399999999999721e+01,5.000000000000000000e+01
3.430000000000000000e+02,7.000000000000000000e+01,5.579999999999999716e+01,5.000000000000000000e+01
3.440000000000000000e+02,7.000000000000000000e+01,5.583200000000000074e+01,5.000000000000000000e+01
3.450000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.460000000000000000e+02,7.000000000000000000e+01,5.573499999999999943e+01,5.000000000000000000e+01
3.470000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.480000000000000000e+02,7.000000000000000000e+01,5.570300000000000296e+01,5.000000000000000000e+01
3.490000000000000000e+02,7.000000000000000000e+01,5.567099999999999937e+01,5.000000000000000000e+01
3.500000000000000000e+02,7.000000000000000000e+01,5.560600000000000165e+01,5.000000000000000000e+01
3.510000000000000000e+02,7.000000000000000000e+01,5.547800000000000153e+01,5.000000000000000000e+01
3.520000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.530000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.540000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.550000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.560000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.570000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.580000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.590000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.600000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.610000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.620000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.630000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.640000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.650000000000000000e+02,7.000000000000000000e+01,5.547800000000000153e+01,5.000000000000000000e+01
3.660000000000000000e+02,7.000000000000000000e+01,5.544500000000000028e+01,5.000000000000000000e+01
3.670000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.680000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.690000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.700000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.710000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.720000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.730000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.740000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.750000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.760000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.770000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.780000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.790000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.800000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.810000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.820000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.830000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.840000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.850000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.860000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.870000000000000000e+02,7.000000000000000000e+01,5.547800000000000153e+01,5.000000000000000000e+01
3.880000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.890000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.900000000000000000e+02,7.000000000000000000e+01,5.550999999999999801e+01,5.000000000000000000e+01
3.910000000000000000e+02,7.000000000000000000e+01,5.538100000000000023e+01,5.000000000000000000e+01
3.920000000000000000e+02,7.000000000000000000e+01,5.541299999999999670e+01,5.000000000000000000e+01
3.930000000000000000e+02,7.000000000000000000e+01,5.567099999999999937e+01,5.000000000000000000e+01
