tm,MVm,PVm
1.690000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.861000000000000709e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.909250000000000114e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
1.760000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.770000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.780000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.790000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.800000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.810000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.820000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.830000000000000000e+02,1.000000000000000000e+00,2.014000000000001067e-01
1.840000000000000000e+02,1.000000000000000000e+00,2.030250000000000665e-01
1.850000000000000000e+02,1.000000000000000000e+00,2.046250000000000568e-01
1.860000000000000000e+02,1.000000000000000000e+00,2.038250000000001450e-01
1.870000000000000000e+02,1.000000000000000000e+00,2.030250000000000665e-01
1.880000000000000000e+02,1.000000000000000000e+00,2.046250000000000568e-01
1.890000000000000000e+02,1.000000000000000000e+00,2.094499999999999973e-01
1.900000000000000000e+02,1.000000000000000000e+00,2.094499999999999973e-01
1.910000000000000000e+02,1.000000000000000000e+00,2.094499999999999973e-01
1.920000000000000000e+02,1.000000000000000000e+00,2.094499999999999973e-01
1.930000000000000000e+02,1.000000000000000000e+00,2.110750000000001236e-01
